Nombre,Naturaleza,Id,Tipo,Dirección,Localidad,Provincia,Código_Postal,FAX,Teléfono,Email,Web
Centro de Innovación y Tecnología del Calzado Aideca,Privado,[02007836],Centro Privado de Formación Profesional Específica,"Cl. Velazquez, 25",Almansa,(Albacete),CP :02640,967318800,967318114,correo@aideca.com,
Claudio Sánchez Albornoz,Público,[02004033],Colegio de Educación Infantil y Primaria,"Av. Jose Rodriguez, 27",Almansa,(Albacete),CP :02640,967312300,967342196,02004033.cp@edu.jccm.es,http://ceip-claudiosanchezalbornoz.centros.castillalamancha.es
Colegio Episcopal-Obra Misionera Ekumene,Priv.Concert.,[02001184],Centro Privado de Educación Infantil Primaria y Secundaria,"Rb. de la Mancha, 34",Almansa,(Albacete),CP :02640,967340250,967340250,cepiscopal@ekumene.org,http://edu.jccm.es/con/colegioepiscopal
Duque de Alba,Público,[02001147],Colegio de Educación Infantil y Primaria,"Cl. San Luis, 22",Almansa,(Albacete),CP :02640,967341976,967341976,02001147.cp@edu.jccm.es,http://ceip-duquedealba.centros.castillalamancha.es
El Castillo,Público,[02009021],Escuela de Educación Infantil,"Cl. Justo Mas, 2",Almansa,(Albacete),CP :02640,967343708,967343708,mcpinto@jccm.es,
El Jardín,Público,[02009080],Escuela de Educación Infantil,"Cl. San Francisco, 36",Almansa,(Albacete),CP :02640,,967310729,escuelasinfantiles@gmail.com,
Esclavas de María,Priv.Concert.,[02001172],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. Jose Rodriguez, 25",Almansa,(Albacete),CP :02640,967341486,967341486,emaria@planalfa.es,
Escuela Territorial de Técnicos y Técnicos Deportivos Superiores de Fútbol,Privado,[02010151],Centro Privado Autorizado de Enseñanzas Deportivas,"Av. Jose Hernandez de la Asuncion, 4",Almansa,(Albacete),CP :02640,,,,
Escultor José Luis Sánchez,Público,[02004011],Instituto de Educación Secundaria,"Av. Jose Hernandez de la Asuncion, 2",Almansa,(Albacete),CP :02640,967311681,967343800,02004011.ies@edu.jccm.es,http://ies-escultorjlsanchez.centros.castillalamancha.es
Herminio Almendros,Público,[02004951],Instituto de Educación Secundaria,"Cl. Blasco Ibañez, S/N",Almansa,(Albacete),CP :02640,967318036,967318034,02004951.ies@edu.jccm.es,http://edu.jccm.es/ies/halmendros
Jerónimo Meseguer,Público,[02004252],Conservatorio Profesional de Música,"Cl. Virgen de Belen, 5",Almansa,(Albacete),CP :02640,967311344,967342568,02004252.cm@edu.jccm.es,http://edu.jccm.es/cm/almansa
José Conde García,Público,[02001202],Instituto de Educación Secundaria,"Av. Jose Hernandez de la Asuncion, 4",Almansa,(Albacete),CP :02640,967340694,967340694,02001202.ies@edu.jccm.es,http://ies-joseconde.centros.castillalamancha.es
José Lloret Talens,Público,[02004392],Colegio de Educación Infantil y Primaria,"Cl. Villena, S/N",Almansa,(Albacete),CP :02640,967311565,967311565,02004392.cp@edu.jccm.es,http://ceip-joselloret.centros.castillalamancha.es
Las Huertas,Público,[02009092],Escuela de Educación Infantil,Cl. Aragon Esquina Calle Alicia Gimenez-Bartlett,Almansa,(Albacete),CP :02640,,967341782,escuelasinfantiles@gmail.com,
Las Norias,Público,[02009109],Escuela de Educación Infantil,"Cl. Santa Lucia, 151",Almansa,(Albacete),CP :02640,,967310619,escuelasinfantiles@gmail.com,
María Moliner,Público,[02004343],Escuela Oficial de Idiomas,"Av. Jose Hernandez de la Asuncion, 2",Almansa,(Albacete),CP :02640,967310307,967310307,02004343.eoi@edu.jccm.es,http://eoi-almansa.centros.castillalamancha.es
Miguel Pinilla,Público,[02004653],Colegio de Educación Infantil y Primaria,"Cl. Malakoff, 1",Almansa,(Albacete),CP :02640,967341099,967341099,02004653.cp@edu.jccm.es,http://ceip-miguelpinilla.centros.castillalamancha.es
Nuestra Señora de Belén,Público,[02001160],Colegio de Educación Infantil y Primaria,"Cl. la Rosa, 6",Almansa,(Albacete),CP :02640,967340135,967340135,02001160.cp@edu.jccm.es,http://ceip-ntrasradebelen.centros.castillalamancha.es
Príncipe de Asturias,Público,[02001159],Colegio de Educación Infantil y Primaria,"Cl. la Rosa, 112",Almansa,(Albacete),CP :02640,967340240,967340240,02001159.cp@edu.jccm.es,http://ceip-principedeasturias.centros.castillalamancha.es
Puerta de la Villa,Público,[02009110],Escuela de Educación Infantil,"Cl. Juana Maria Condesa, S/N",Almansa,(Albacete),CP :02640,,967318560,escuelasinfantiles@gmail.com,
- Sin Denominación -,Público,[02008920],Aula de Educación de Adultos,"Pz. del Ayuntamiento, S/N (Casa de la Cultura)",Alpera,(Albacete),CP :02690,,,,
- Sin Denominación -,Público,[02009122],Escuela de Educación Infantil,"Cl. Mejorada, S/N",Alpera,(Albacete),CP :02690,,967330709,escuelainfantilalpera@hotmail.com,
Pascual Serrano,Público,[02005104],Instituto de Educación Secundaria Obligatoria,"Cr. Estacion, S/N",Alpera,(Albacete),CP :02690,967330925,967330924,02005104.ieso@edu.jccm.es,http://edu.jccm.es/ieso.pascualserrano
Vera Cruz,Público,[02001214],Colegio de Educación Infantil y Primaria,"Pz. Mercado, 3",Alpera,(Albacete),CP :02690,967330094,967330094,02001214.cp@edu.jccm.es,http://edu.jccm.es/cp.veracruz
- Sin Denominación -,Público,[02004768],Aula de Educación de Adultos,"Av. Santiago, 3",Balazote,(Albacete),CP :02320,,967360001,aepa_balazote@edu.jccm.es,
- Sin Denominación -,Público,[02009134],Escuela de Educación Infantil,"Cl. Doctor Fleming, S/N",Balazote,(Albacete),CP :02320,967360314,967360251,balazote@dipualba.es,
Nuestra Señora del Rosario,Público,[02001241],Colegio de Educación Infantil y Primaria,"Cl. Constitucion, 56",Balazote,(Albacete),CP :02320,967360463,967360463,02001241.cp@edu.jccm.es,http://ceip-ntra.sra.delrosario.centros.castillalamancha.es
Vía Heraclea,Público,[02005116],Instituto de Educación Secundaria Obligatoria,"Cl. Progreso, S/N",Balazote,(Albacete),CP :02320,967360268,967367015,02005116.ieso@edu.jccm.es,http://ies-viaheraclea.centros.castillalamancha.es
- Sin Denominación -,Público,[02004811],Aula de Educación de Adultos,"Cl. Osedad, S/N",Barrax,(Albacete),CP :02639,,967365153,,
Benjamín Palencia,Público,[02001275],Colegio de Educación Infantil y Primaria,"Cl. Albacete, 6",Barrax,(Albacete),CP :02639,967365073,967365153,02001275.cp@edu.jccm.es,http://edu.jccm.es/cp.benjaminpalencia/
Almenara,Público,[02004689],Colegio Rural Agrupado,"Av. de la Constitucion, 27",Bogarra,(Albacete),CP :02130,967290072,967290072,02004689.cra@edu.jccm.es,http://edu.jccm.es/cra/almenara
- Sin Denominación -,Público,[02009146],Escuela de Educación Infantil,"Cl. Pilar Iniesta, 6",Bonete,(Albacete),CP :02691,,967333442,escuelainfantildebonete@hotmail.com,
Pablo Picasso,Público,[02001378],Colegio de Educación Infantil y Primaria,"Cl. Escuelas, S/N",Bonete,(Albacete),CP :02691,967334141,967334141,02001378.cp@edu.jccm.es,http://ceip-pablopicasso.centros.castillalamancha.es
- Sin Denominación -,Público,[02004896],Aula de Educación de Adultos,"Cl. Quijote, 1",Bonillo (El),(Albacete),CP :02610,967371156,967371156,02003880.cea@edu.jccm.es,
Antón Díaz,Público,[02001381],Colegio de Educación Infantil y Primaria,"Cl. Huerto, 2",Bonillo (El),(Albacete),CP :02610,967370073,967370073,02001381.cp@edu.jccm.es,http://edu.jccm.es/cp.antondiaz
Colorines,Público,[02009158],Escuela de Educación Infantil,"Tr. Cantarranas, 3 B",Bonillo (El),(Albacete),CP :02610,,967370588,bonillo@dipualba.es,
Las Sabinas,Público,[02004422],Instituto de Educación Secundaria,"Cl. Don Quijote, S/N",Bonillo (El),(Albacete),CP :02610,967370048,967371112,02004422.ies@edu.jccm.es,http://edu.jccm.es/ies/elbonillo
Los Almendros,Público,[02004628],Colegio Rural Agrupado,"Cl. Cristo, 103",Carcelen,(Albacete),CP :02153,967403129,967403129,02004628.cra@edu.jccm.es,http://cra-losalmendros.centros.castillalamancha.es
- Sin Denominación -,Público,[02009171],Escuela de Educación Infantil,"Av. Albacete, 1",Casas de Juan Nuñez,(Albacete),CP :02151,967405241,650455906,casasjuan@dipualba.es,
San Pedro Apóstol,Público,[02001408],Colegio de Educación Infantil y Primaria,"Cl. Doctor Honrubia, 18",Casas de Juan Nuñez,(Albacete),CP :02151,967405021,967405021,02001408.cp@edu.jccm.es,http://ceip-sanpedroapostol.centros.castillalamancha.es
- Sin Denominación -,Público,[02009183],Escuela de Educación Infantil,"Cl. la Mancha, 39",Casas de Ves,(Albacete),CP :02212,967475001,967475022,casasves@dipualba.es,
Bonifacio Sotos,Público,[02004604],Instituto de Educación Secundaria,"Cl. las Monjas, 32",Casas-Ibañez,(Albacete),CP :02200,967461136,967460756,02004604.ies@edu.jccm.es,http://ies-bonifaciosotos.centros.castillalamancha.es
La Manchuela,Público,[02004781],Centro Público de Educación de Personas Adultas,"Cl. las Monjas, 3",Casas-Ibañez,(Albacete),CP :02200,967460245,967460245,02004781.cea@edu.jccm.es,http://edu.jccm.es/cea/lamanchuela
Los Guachos,Público,[02009857],Escuela de Educación Infantil,"Tr. del Molino, 46",Casas-Ibañez,(Albacete),CP :02200,,967462025,,
San Agustín,Público,[02001433],Colegio de Educación Infantil y Primaria,"Cl. Colegio, 10",Casas-Ibañez,(Albacete),CP :02200,967460750,967460750,02001433.cp@edu.jccm.es,http://edu.jccm.es/cp/san_agustin
- Sin Denominación -,Público,[02010197],Extensión de Escuela Oficial de Idiomas,"Cl. San Jaime, S/N",Caudete,(Albacete),CP :02660,967310307,967310307,02004343.eoi@edu.jccm.es,
- Sin Denominación -,Público,[02004926],Aula de Educación de Adultos,"Ps. Paseo Luis Golf, 4",Caudete,(Albacete),CP :02660,,965826936,aepa_caudete@edu.jccm.es,
Albero Requena,Privado,[02009869],Centro Privado de Educación Infantil,"Cl. el Molino, 52",Caudete,(Albacete),CP :02660,,685319862,,
Alcázar y Serrano,Público,[02001494],Colegio de Educación Infantil y Primaria,"Av. Virgen de Gracia, 66",Caudete,(Albacete),CP :02660,965825154,965825154,02001494.cp@edu.jccm.es,http://ceip-alcazaryserrano.centros.castillalamancha.es
Amor de Dios,Priv.Concert.,[02001512],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. Ntra.Sra.De Gracia, 91",Caudete,(Albacete),CP :02660,965827365,965827068,amordiosca@planalfa.es,
El Paseo,Público,[02004732],Colegio de Educación Infantil y Primaria,"Cl. Echegaray, 21",Caudete,(Albacete),CP :02660,965825561,965825561,02004732.cp@edu.jccm.es,http://ceip-elpaseo.centros.castillalamancha.es
Escuela Municipal de Música de Caudete,Público,[02007782],Escuela Pública de Música y Danza,"Cl. Paseo de Luis Golf, 4",Caudete,(Albacete),CP :02660,,,escuelademusica@caudete.org,
Gloria Fuertes,Público,[02004756],Colegio de Educación Infantil y Primaria,"Cl. el Molino, 123",Caudete,(Albacete),CP :02660,965825420,965825420,02004756.cp@edu.jccm.es,http://ceip-gloriafuertescaudete.centros.castillalamancha.es
Jardín de Infancia,Privado,[02009870],Centro Privado de Educación Infantil,"Cl. Miguel Martinez, 16",Caudete,(Albacete),CP :02660,965827260,965827422,eijardindeinfancia@gmail.com,
Los Peques,Privado,[02009882],Centro Privado de Educación Infantil,"Cl. Príncipe de los Ingenios, 18 B",Caudete,(Albacete),CP :02660,,965826043,escuelainfantillospeques@hotmail.es,
Pintor Rafael Requena,Público,[02004367],Instituto de Educación Secundaria,"Cl. Poeta Evaristo Bañon, 2",Caudete,(Albacete),CP :02660,965827166,965827112,02004367.ies@edu.jccm.es,http://edu.jccm.es/ies/pintorrafaelrequena
- Sin Denominación -,Público,[02008944],Aula de Educación de Adultos,"Cl. Picayo, S/N",Cenizate,(Albacete),CP :02247,,,,
- Sin Denominación -,Público,[02009195],Escuela de Educación Infantil,"Tr. Cruces, S/N",Cenizate,(Albacete),CP :02247,967482344,967489537,cenizate@dipualba.es,
Pinares de la Manchuela,Público,[02004631],Colegio Rural Agrupado,"Cl. Picayo, S/N",Cenizate,(Albacete),CP :02247,967482053,967482053,02004631.cra@edu.jccm.es,http://edu.jccm.es/cra/pinaresdelamanchuela
- Sin Denominación -,Público,[02008890],Aula de Educación de Adultos,"Cl. San Julian, 4",Chinchilla de Monte-Aragon,(Albacete),CP :02520,,,,
Alcalde Galindo,Público,[02001573],Colegio de Educación Infantil y Primaria,"Av. Constitucion, 22",Chinchilla de Monte-Aragon,(Albacete),CP :02520,967260092,967260092,02001573.cp@edu.jccm.es,http://edu.jccm.es/cp.alcaldegalindo
Blancanieves,Público,[02009201],Escuela de Educación Infantil,"Cl. Moises Davia, S/N Esquina Calle Vista Bella, S/N",Chinchilla de Monte-Aragon,(Albacete),CP :02520,,967260001,ana@ayuntamientochinchilla.com,
Cinxella,Público,[02005207],Instituto de Educación Secundaria Obligatoria,"Cl. del Pueblo Saharaui, S/N",Chinchilla de Monte-Aragon,(Albacete),CP :02520,967260775,967260653,02005207.ieso@edu.jccm.es,http://ies-cinxella.centros.castillalamancha.es
- Sin Denominación -,Público,[02004847],Aula de Educación de Adultos,"Cl. Calderon de la Barca, 6",Elche de la Sierra,(Albacete),CP :02430,,669393188,aepa_edlsierra@edu.jccm.es,
Cristo Crucificado,Priv.Concert.,[02001639],Centro Privado de Educación Infantil Primaria y Secundaria,"Ps. de la Libertad, 15",Elche de la Sierra,(Albacete),CP :02430,967417102,967417102,ccrucificadoes@planalfa.es,http://edu.jccm.es/con/cristocrucificado/
María Seiquer,Privado,[02009894],Centro Privado de Educación Infantil,"Ps. Libertad, 15",Elche de la Sierra,(Albacete),CP :02430,,967410024,ampaseiquer@yahoo.es,
Platero,Público,[02009213],Escuela de Educación Infantil,"Cl. los Pasos, 5",Elche de la Sierra,(Albacete),CP :02430,,967410161,caiplatero@yahoo.es,
San Blas,Público,[02001615],Colegio de Educación Infantil y Primaria,"Cl. los Pasos, S/N",Elche de la Sierra,(Albacete),CP :02430,967411090,967410185,02001615.cp@edu.jccm.es,http://ceip-sanblas.centros.castillalamancha.es
Sierra del Segura,Público,[02003582],Instituto de Educación Secundaria,"Av. Luis Vives, S/N",Elche de la Sierra,(Albacete),CP :02430,967411144,967410073,02003582.ies@edu.jccm.es,http://ies-sierradelsegura.centros.castillalamancha.es
Cántaros-Las Tortugas,Público,[02009225],Escuela de Educación Infantil,"Cl. Cantareria, 28",Ferez,(Albacete),CP :02436,967420050,967420207,cantaroscaiferez@hotmail.com,
Nuestra Señora del Rosario,Público,[02001688],Colegio de Educación Infantil y Primaria,"Cr. Hijar, 18",Ferez,(Albacete),CP :02436,967420180,967420180,02001688.cp@edu.jccm.es,http://edu.jccm.es/cp/nsrosarioferez
- Sin Denominación -,Público,[02008907],Aula de Educación de Adultos,"Cr. de Almansa, S/N",Fuente-Alamo,(Albacete),CP :02651,,,,
- Sin Denominación -,Público,[02009237],Escuela de Educación Infantil,"Cl. Jose Tarraga Marco, S/N",Fuente-Alamo,(Albacete),CP :02651,967321439,967321809,fuentealamo@dipualba.es,
Don Quijote y Sancho,Público,[02001706],Colegio de Educación Infantil y Primaria,"Av. Grupo Escolar, 15",Fuente-Alamo,(Albacete),CP :02651,967321101,967321101,02001706.cp@edu.jccm.es,http://edu.jccm.es/cp/donquijoteysancho
Miguel de Cervantes,Público,[02005001],Instituto de Educación Secundaria,"Cl. Antonio Cerdan Milla, S/N",Fuente-Alamo,(Albacete),CP :02651,967321452,967321331,02005001.ies@edu.jccm.es,http://edu.jccm.es/ies/fuentealamo
Cristo del Valle,Público,[02001731],Colegio de Educación Infantil y Primaria,"Av. Albacete, 11",Fuentealbilla,(Albacete),CP :02260,967477573,967477573,02001731.cp@edu.jccm.es,http://edu.jccm.es/cp/cv
Renacuajos,Público,[02009900],Escuela de Educación Infantil,"Cl. Zaragoza, 43",Fuentealbilla,(Albacete),CP :02260,,649720149,,
- Sin Denominación -,Público,[02009249],Escuela de Educación Infantil,"Cl. la Guarderia, S/N",Gineta (La),(Albacete),CP :02110,967275305,967275158,escuelainfantil.lagineta@hotmail.com,
Mariano Munera,Público,[02001743],Colegio de Educación Infantil y Primaria,"Cl. Santa Ana, 1",Gineta (La),(Albacete),CP :02110,967275129,967275129,02001743.cp@edu.jccm.es,http://ceip-marianomunera.centros.castillalamancha.es
- Sin Denominación -,Público,[02010203],Sección de Instituto de Educación Secundaria,"Av. Avda. Constitución, 78",Hellin,(Albacete),CP :02400,967301355,967301355,02010203sesec@gmail.com,
- Sin Denominación -,Público,[02009031],Escuela de Educación Infantil,"Cl. Murcia, S/N",Agramon,(Albacete),CP :02490,967302947,967320202,e.infantiles@ayuntamientodehellin.es,
- Sin Denominación -,Público,[02010161],Aula de Educación de Adultos,"Av. Constitucion, 78",Hellin,(Albacete),CP :02400,,,,
Aulas del Rosario,Público,[02009250],Escuela de Educación Infantil,"Cl. Fortunato Arias, 10",Hellin,(Albacete),CP :02400,,,,
Colegio la Enseñanza Hellín,Priv.Concert.,[02001913],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. de las Eras, 3",Hellin,(Albacete),CP :02400,967300103,967300103,ciademariahellin@hotmail.com,http://www.ciademariahellin.es
Colegio Nuestra Señora de los Dolores-Padres Amigonianos,Priv.Concert.,[02001949],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Gran Via, 18",Hellin,(Albacete),CP :02400,967302722,967303245,ccnsdolores18@gmail.com,http://edu.jccm.es/con/nsdolores
Conde de Floridablanca,Público,[02004355],Escuela Oficial de Idiomas,"Av. Castilla-La Mancha, 5",Hellin,(Albacete),CP :02400,967301314,967301314,02004355.eoi@edu.jccm.es,http://eoi-hellin.centros.castillalamancha.es
Cristóbal Lozano,Público,[02001974],Instituto de Educación Secundaria,"Pz. Plaza España, 2",Hellin,(Albacete),CP :02400,967680090,967300153,02001974.ies@edu.jccm.es,http://ies-cristoballozano.centros.castillalamancha.es
Cruz de Mayo,Público,[02003739],Centro de Educación Especial,"Cr. de Jaen, 4",Hellin,(Albacete),CP :02400,967306421,967301915,02003739.cee@edu.jccm.es,http://cee-cruzdemayo.centros.castillalamancha.es
El Calvario,Público,[02009262],Escuela de Educación Infantil,"Cl. Alcañiz, S/N (Barrio el Calvario)",Hellin,(Albacete),CP :02400,967302947,967303911,e.infantiles@ayuntamientodehellin.es,
El Molino,Público,[02009316],Escuela de Educación Infantil,"Ps. de los Pinos, S/N",Isso,(Albacete),CP :02420,967302947,967308650,e.infantiles@ayuntamientodehellin.es,
Entre Culturas,Público,[02010112],Colegio de Educación Infantil y Primaria,"Av. Constitucion, 78",Hellin,(Albacete),CP :02400,967301355,967301355,02010112.cp@edu.jccm.es,http://ceip-entreculturas.centros.castillalamancha.es
Escuela de Música y Danza de Hellín,Público,[02004987],Escuela Pública de Música y Danza,"Pz. de las Monjas, S/N",Hellin,(Albacete),CP :02400,,967541508,escuelademusicahellin@gmail.com,
Isabel la Católica,Público,[02001810],Colegio de Educación Infantil y Primaria,"Cl. Melchor de Macanaz, 18",Hellin,(Albacete),CP :02400,967301527,967301527,02001810.cp@edu.jccm.es,http://ceip-isabellacatolica.centros.castillalamancha.es
Izpisúa Belmonte,Público,[02000601],Instituto de Educación Secundaria,"Av. de la Constitución, 29",Hellin,(Albacete),CP :02400,967300401,967300161,02000601.ies@edu.jccm.es,http://ies-izpisuabelmonte.centros.castillalamancha.es
