CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS,,,,,,,,,,,
AREA TERRITORIAL,CODIGO CENTRO,EMAIL,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD
Madrid-Oeste,28070123,eei.lasmeninas.valdemorillo@educa.madrid.org,EEI,LAS MENINAS,Calle Miró,,,,,,
Madrid-Capital,28070652,eei.lasmercedes.madrid@educa.madrid.org,EEI,LAS MERCEDES,Calle De Samaniego,,,,,,
Madrid-Capital,28061699,eei.lasnubes.madrid@educa.madrid.org,EEI,LAS NUBES,Calle De Antonio Nebrija,,,,,,
Madrid-Capital,28078985,,EEI,LAS PLEYADES,Avenida De Secundino Zuazo,,,,,,
Madrid-Capital,28061705,eei.lasvinas.madrid@educa.madrid.org,EEI,LAS VIÑAS,Calle Del Estudio,,,,,,
Madrid-Sur,28043831,eei.lopedevega.leganes@educa.madrid.org,EEI,LOPE DE VEGA,Calle Lope De Vega,,,,,,
Madrid-Este,28044094,eei.loreto.torrejondeardoz@educa.madrid.org,EEI,LORETO,Avenida Virgen De Loreto,,,,,,
Madrid-Sur,28043961,eei.losabetos.parla@educa.madrid.org,EEI,LOS ABETOS,Calle Alfonso Xiii,,,,,,
Madrid-Oeste,28048981,eei.losalamos.pozuelodealarcon@educa.madrid.org,EEI,LOS ALAMOS,Calle Gerardo Diego,,,,,,
Madrid-Este,28057532,eei.losalmendros.villalbilla@educa.madrid.org,EEI,LOS ALMENDROS,Calle Portugal,,,,,,
Madrid-Capital,28043430,eei.losangeles.madrid@educa.madrid.org,EEI,LOS ANGELES,Calle De Bravo Murillo,,,,,,
Madrid-Norte,28047502,eei.losarcos.colmenarviejo@educa.madrid.org,EEI,LOS ARCOS,Calle De Juan Gris,,,,,,
Madrid-Oeste,28049092,eei.loscedros.villanuevadelacanada@educa.madrid.org,EEI,LOS CEDROS,Camino Móstoles,,,,,,
Madrid-Capital,28048208,eei.loscompaneros.madrid@educa.madrid.org,EEI,LOS COMPAÑEROS,Calle De Rafael Fernández Hijicos,,,,,,
Madrid-Este,28046960,eei.loscuentos.alcala@educa.madrid.org,EEI,LOS CUENTOS,Calle José Caballero,,,,,,
Madrid-Capital,28043511,eei.losdelfines.madrid@educa.madrid.org,EEI,LOS DELFINES,Calle De Esteban Carros,,,,,,
Madrid-Norte,28044239,eei.losenebros.colmenarviejo@educa.madrid.org,EEI,LOS ENEBROS,Calle De Mariano Prados,,,,,,
Madrid-Capital,28071905,eei.losgavilanes.madrid@educa.madrid.org,EEI,LOS GAVILANES,Calle De Tiziano,,,,,,
Madrid-Capital,28043545,eei.losgirasoles.madrid@educa.madrid.org,EEI,LOS GIRASOLES,Calle De Ramón Pérez De Ayala,,,,,,
Madrid-Capital,28047563,eei.losgorriones.madrid@educa.madrid.org,EEI,LOS GORRIONES,Calle De Fuengirola,,,,,,
Madrid-Capital,28047711,eei.losjuncos.madrid@educa.madrid.org,EEI,LOS JUNCOS,Plaza De La Juventud,,,,,,
Madrid-Oeste,28065322,eei.losmadronos.pozuelodealarcon@educa.madrid.org,EEI,LOS MADROÑOS,Calle Zafiro,,,,,,
Madrid-Este,28061675,eei.losmolinos.alcala@educa.madrid.org,EEI,LOS MOLINOS,Calle José Ruiz Azorín,,,,,,
Madrid-Sur,28057453,eei.losolivos.valdemoro@educa.madrid.org,EEI,LOS OLIVOS,Calle Artemisa,,,,,,
Madrid-Sur,28058184,eei.losparaisos.valdemoro@educa.madrid.org,EEI,LOS PARAISOS,Paseo Del Prado,,,,,,
Madrid-Sur,28044151,eei.lospinguinos.alcorcon@educa.madrid.org,EEI,LOS PINGÜINOS,Calle De La Sierra De Albarracín,,,,,,
Madrid-Capital,28044860,eei.lospinos.madrid@educa.madrid.org,EEI,LOS PINOS,Calle De Rocafort,,,,,,
Madrid-Sur,28070196,eei.lospinosdemaeve.alcorcon@educa.madrid.org,EEI,LOS PINOS DE MAEVE,Calle De Los Pinos,,,,,,
Madrid-Norte,28060658,eei.lospuertos.colmenarviejo@educa.madrid.org,EEI,LOS PUERTOS,Calle De Los Tintes,,,,,,
Madrid-Capital,28071875,eei.lossobrinosdelcapitangrant.madrid@educa.madrid.org,EEI,LOS SOBRINOS DEL CAPITAN GRANT,Avenida De La Gavia,,,,,,
Madrid-Oeste,28068268,eei.lostajetes.hoyodemanzanares@educa.madrid.org,EEI,LOS TAJETES,Camino De Manzanares,,,,,,
Madrid-Oeste,28071012,eei.lostilos.guadarrama@educa.madrid.org,EEI,LOS TILOS,Paseo De Los Tilos,,,,,,
Madrid-Capital,28043673,eei.lostiteres.madrid@educa.madrid.org,EEI,LOS TITERES,Plaza De Alloz,,,,,,
Madrid-Capital,28066004,eei.luisbello.madrid@educa.madrid.org,EEI,LUIS BELLO,Calle De Juan Bautista De Toledo,,,,,,
Madrid-Capital,28071899,eei.luisafernanda.madrid@educa.madrid.org,EEI,LUISA FERNANDA,Calle Del Cocherón De La Villa,,,,,,
Madrid-Este,28050628,eei.lunalunera.rivas@educa.madrid.org,EEI,LUNA LUNERA,Calle De San Sebastián,,,,,,
Madrid-Sur,28044291,eei.mafalda.getafe@educa.madrid.org,EEI,MAFALDA,Avenida De Las Arcas Del Agua,,,,,,
Madrid-Sur,28070214,eei.magodeoz.alcorcon@educa.madrid.org,EEI,MAGO DE OZ,Calle De Los Madroños C/v Los Robles,,,,,,
Madrid-Oeste,28047605,eei.manantial.galapagar@educa.madrid.org,EEI,MANANTIAL,Calle Siega,,,,,,
Madrid-Norte,28057714,eei.numerouno.manzanares@educa.madrid.org,EEI,MANZANARES EL REAL Nº 1,Calle Rincón De Aragón,,,,,,
Madrid-Sur,28065346,eei.mluisagefaell.villaviciosa@educa.madrid.org,EEI,MARIA LUISA GEFAELL,Calle Cerro De Los Ángeles,,,,,,
Madrid-Este,28044082,eei.marionetas.torrejondeardoz@educa.madrid.org,EEI,MARIONETAS,Calle Salvador Allende,,,,,,
Madrid-Sur,28065309,eei.martamata.getafe@educa.madrid.org,EEI,MARTA MATA,Calle Torroja,,,,,,
Madrid-Norte,28047198,cn.miraflores@educa.madrid.org,EEI,MIRAFLORES DE LA SIERRA,Avenida De La Constitución,,,,,,
Madrid-Capital,28071981,eei.molinosdeviento.madrid@educa.madrid.org,EEI,MOLINOS DE VIENTO,Camino De La Fuente De Arriba,,,,,,
Madrid-Sur,28047010,eei.momo.parla@educa.madrid.org,EEI,MOMO,Calle Carabanchel,,,,,,
Madrid-Oeste,28044011,eei.monteabantos.sanlorenzo@educa.madrid.org,EEI,MONTE ABANTOS,Calle Calvario,,,,,,
Madrid-Este,28044185,eei.municipal.arganda@educa.madrid.org,EEI,MUNICIPAL DE ARGANDA DEL REY,Calle Piragua,,,,,,
Madrid-Este,28072417,eei.nanadelacebolla.rivas@educa.madrid.org,EEI,NANA DE LA CEBOLLA,Calle Fernando Trueba,,,,,,
Madrid-Sur,28073124,eei.nanas.alcorcon@educa.madrid.org,EEI,NANAS,Calle Pablo Neruda,,,,,,
Madrid-Sur,28066314,eei.nicolasguillen.casarrubuelos@educa.madrid.org,EEI,NICOLAS GUILLEN,Camino De Torrejón De Velasco,,,,,,
Madrid-Capital,28043582,eei.oriori.madrid@educa.madrid.org,EEI,ORI-ORI,Calle De Santa Tecla,,,,,,
Madrid-Sur,28073215,eei.osamayor.mostoles@educa.madrid.org,EEI,OSA MAYOR,Calle Casiopea,,,,,,
Madrid-Capital,28066247,eei.osamenor.madrid@educa.madrid.org,EEI,OSA MENOR,Calle De Mejía Lequerica,,,,,,
Madrid-Oeste,28002713,eei.gerardogil.elescorial@educa.madrid.org,EEI,PADRE GERARDO GIL,Calle Del Padre Villacastín,,,,,,
Madrid-Capital,28067884,eei.palmaspalmitas.madrid@educa.madrid.org,EEI,PALMAS PALMITAS,Calle De San Juan De Ortega,,,,,,
Madrid-Sur,28058172,eei.pandora.leganes@educa.madrid.org,EEI,PANDORA,Calle Del Álamo,,,,,,
Madrid-Sur,28047617,eei.parquecoimbra.mostoles@educa.madrid.org,EEI,PARQUE COIMBRA,Calle Del Cerezo,,,,,,
Madrid-Capital,28047897,eei.parquehortaleza.madrid@educa.madrid.org,EEI,PARQUE DE HORTALEZA,Calle Del Mar Caspio,,,,,,
Madrid-Norte,28049134,eei.pasacalles.algete@educa.madrid.org,EEI,PASACALLES,Calle De Miguel Delibes,,,,,,
Madrid-Este,28065383,eei.pasoapasito.paracuellos@educa.madrid.org,EEI,PASO A PASITO,Calle Valencia,,,,,,
Madrid-Este,28061663,eei.patasarriba.rivas@educa.madrid.org,EEI,PATAS ARRIBA,Calle Federica Montseny,,,,,,
Madrid-Capital,28079114,,EEI,PENSAMIIENTO,Calle De Mirasierra,,,,,,
Madrid-Sur,28068372,eei.petirrojo.torrejondelacalzada@educa.madrid.org,EEI,PETIRROJO,Calle Antonio Machado,,,,,,
Madrid-Capital,28047630,eei.petirrojo.madrid@educa.madrid.org,EEI,PETIRROJO,Calle De Luis Buñuel,,,,,,
Madrid-Este,28048658,eei.pilocha.mejorada@educa.madrid.org,EEI,PILOCHA,Calle De Antonio Machado,,,,,,
Madrid-Sur,28066028,eei.pimpollitos.pinto@educa.madrid.org,EEI,PIMPOLLITOS,Calle Asturias,,,,,,
Madrid-Este,28066259,eei.pinceladas.arganda@educa.madrid.org,EEI,PINCELADAS,Camino De La Poveda,,,,,,
Madrid-Norte,28068116,eei.piopio.alcobendas@educa.madrid.org,EEI,PIO PIO,Avenida Olímpica,,,,,,
Madrid-Capital,28049146,eei.piruetas.madrid@educa.madrid.org,EEI,PIRUETAS,Avenida Canillejas A Vicalvaro,,,,,,
Madrid-Este,28047642,eei.platero.rivas@educa.madrid.org,EEI,PLATERO,Avenida De Covibar,,,,,,
Madrid-Sur,28048646,eei.platero.humanes@educa.madrid.org,EEI,PLATERO Y YO,Calle De Jacinto Benavente,,,,,,
Madrid-Capital,28078997,eei.poetagloriafuertes.madrid@educa.madrid.org,EEI,POETA GLORIA FUERTES,Calle De Eunate,,,,,,
Madrid-Este,28043995,eei.polichinela.sanfernando@educa.madrid.org,EEI,POLICHINELA,Calle Motrico,,,,,,
Madrid-Capital,28046121,eei.tioraimundo.madrid@educa.madrid.org,EEI,POZO DEL TIO RAIMUNDO,Calle De Villacarrillo,,,,,,
Madrid-Sur,28058925,eei.pradoalto.brunete@educa.madrid.org,EEI,PRADO ALTO,Calle Murillo,,,,,,
Madrid-Capital,28043624,eei.pradolongo.madrid@educa.madrid.org,EEI,PRADOLONGO,Avenida De Los Poblados,,,,,,
Madrid-Sur,28074025,eei.primerospasos.leganes@educa.madrid.org,EEI,PRIMEROS PASOS,Calle De Zamora,,,,,,
Madrid-Este,28044124,eei.puertademadrid.alcala@educa.madrid.org,EEI,PUERTA DE MADRID,Calle Juan De Vergara,,,,,,
Madrid-Capital,28043636,eei.puertadelangel.madrid@educa.madrid.org,EEI,PUERTA DEL ANGEL,Calle De Juan Tornero,,,,,,
Madrid-Este,28047423,eei.rayuela.rivas@educa.madrid.org,EEI,RAYUELA,Plaza Ecópolis,,,,,,
Madrid-Capital,28068311,#N/A,EEI,RAYUELA,Avenida De Villa Vallecas,,,,,,
Madrid-Capital,28047678,eei.retamar.madrid@educa.madrid.org,EEI,RETAMAR,Calle De Felipe De Diego,,,,,,
Madrid-Sur,28043867,eei.rinconinfantil.leganes@educa.madrid.org,EEI,RINCON INFANTIL,Calle Priorato,,,,,,
Madrid-Norte,28065981,eei.riodealisos.guadalix@educa.madrid.org,EEI,RIO DE ALISOS,Calle Del Manzanares,,,,,,
Madrid-Capital,28068293,eei.rociodurcal.madrid@educa.madrid.org,EEI,ROCIO DURCAL,Calle De Princesa De Éboli,,,,,,
Madrid-Capital,28068281,eei.rociojurado.madrid@educa.madrid.org,EEI,ROCIO JURADO,Calle De Briviesca,,,,,,
Madrid-Sur,28060622,eei.rodari.alcorcon@educa.madrid.org,EEI,RODARI,Avenida De Villaviciosa,,,,,,
Madrid-Capital,28043651,eei.rogerdeflor.madrid@educa.madrid.org,EEI,ROGER DE FLOR,Plaza De Roger De Flor,,,,,,
Madrid-Oeste,28047496,eei.romanillos.boadilla@educa.madrid.org,EEI,ROMANILLOS,Calle De Cazorla,,,,,,
Madrid-Capital,28047691,eei.rosa.madrid@educa.madrid.org,EEI,ROSA,Paseo De La Habana,,,,,,
Madrid-Sur,28049080,eei.rosacaramelo.leganes@educa.madrid.org,EEI,ROSA CARAMELO,Calle De Gabriela Mistral,,,,,,
Madrid-Capital,28057866,eei.ruizjimenez.madrid@educa.madrid.org,EEI,RUIZ JIMENEZ,Calle De José Picón,,,,,,
Madrid-Capital,28079001,,EEI,SABINA,Calle Del Cañón Del Río Lobos,,,,,,
Madrid-Capital,28043661,eei.sanfermin.madrid@educa.madrid.org,EEI,SAN FERMIN,Calle De La Estafeta,,,,,,
Madrid-Norte,28071024,eei.sanserito.sansebastian@educa.madrid.org,EEI,SANSERITO,Calle Emilia Pardo Bazán,,,,,,
Madrid-Norte,28057726,eei.santacecilia.elmolar@educa.madrid.org,EEI,SANTA CECILIA,Avenida De La Constitución,,,,,,
Madrid-Sur,28070238,eei.santamadremaravillas.getafe@educa.madrid.org,EEI,SANTA MADRE MARAVILLAS,Calle Guanabacoa,,,,,,
Madrid-Este,28072326,eei.santiagoapostol.paracuellos@educa.madrid.org,EEI,SANTIAGO APOSTOL,Calle Santiago Apóstol,,,,,,
Madrid-Capital,28063003,eei.shantala.madrid@educa.madrid.org,EEI,SHANTALA,Calle Del Puerto De Arlabán,,,,,,
Madrid-Capital,28067896,eei.solsolito.madrid@educa.madrid.org,EEI,SOL SOLITO,Calle De Monasterio De Guadalupe,,,,,,
Madrid-Este,28046194,eei.soletes.paracuellos@educa.madrid.org,EEI,SOLETES,Calle Ajalvir,,,,,,
Madrid-Sur,28070366,eei.suenos.alcorcon@educa.madrid.org,EEI,SUEÑOS,Avenida Del Alcalde José Aranda,,,,,,
Madrid-Oeste,28070251,eei.tacataca.majadahonda@educa.madrid.org,EEI,TACATACA,Avenida Guadarrama,,,,,,
Madrid-Oeste,28057428,eei.takara.boadilla@educa.madrid.org,EEI,TAKARA,Calle De Federico García Lorca,,,,,,
Madrid-Oeste,28043879,eei.talin.majadahonda@educa.madrid.org,EEI,TALIN,Travesia Avenida De España,,,,,,
Madrid-Oeste,28057441,eei.tamaral.majadahonda@educa.madrid.org,EEI,TAMARAL,Calle Granja Del Conde,,,,,,
Madrid-Capital,28063064,eei.tarabilla.madrid@educa.madrid.org,EEI,TARABILLA,Calle De Gandhi,,,,,,
Madrid-Este,28066260,eei.tesoros.arganda@educa.madrid.org,EEI,TESOROS,Calle De La Felicidad,,,,,,
Madrid-Norte,28047277,cn.torrelaguna@educa.madrid.org,EEI,TORRELAGUNA,Calle De Fray José De Almonacid,,,,,,
Madrid-Sur,28064093,eei.tragaluz.pinto@educa.madrid.org,EEI,TRAGALUZ,Calle Manuel Hernández Mompo,,,,,,
Madrid-Sur,28057465,eei.trebol.pinto@educa.madrid.org,EEI,TREBOL,Calle Asturias,,,,,,
Madrid-Oeste,28044021,#N/A,EEI,TREBOL,Calle Fray Luis De León,,,,,,
Madrid-Sur,28066016,eei.trebole.navalcarnero@educa.madrid.org,EEI,TREBOLE,Calle Salvador Gramaje,,,,,,
Madrid-Sur,28048592,eei.triangulo.pinto@educa.madrid.org,EEI,TRIANGULO,Calle Córdoba,,,,,,
Madrid-Norte,28058196,eei.trinidadruiz.sanagustin@educa.madrid.org,EEI,TRINIDAD RUIZ,Calle Maestro Fernando Alegría,,,,,,
Madrid-Sur,28047708,eei.tristras.parla@educa.madrid.org,EEI,TRIS-TRAS,Camino De La Cantueña,,,,,,
Madrid-Norte,28049021,eei.valdelaparra.alcobendas@educa.madrid.org,EEI,VALDELAPARRA,Avenida De Camilo José Cela,,,,,,
Madrid-Oeste,28049201,eei.valledeluz.losmolinos@educa.madrid.org,EEI,VALLE DE LUZ,Calle Las Dálias,,,,,,
Madrid-Sur,28044343,eei.valledeordesa.fuenlabrada@educa.madrid.org,EEI,VALLE DE ORDESA,Calle Argentina,,,,,,
Madrid-Capital,28043703,eei.valledeoro.madrid@educa.madrid.org,EEI,VALLE DE ORO,Calle Del Valle De Oro,,,,,,
Madrid-Capital,28043715,eei.vallehermoso.madrid@educa.madrid.org,EEI,VALLEHERMOSO,Calle De Fernández De Los Ríos,,,,,,
Madrid-Capital,28065991,eei.veoveo.madrid@educa.madrid.org,EEI,VEO-VEO,Calle De La Condesa De Venadito,,,,,,
Madrid-Sur,28072302,eei.victoriakamhi.aranjuez@educa.madrid.org,EEI,VICTORIA KAMHI,Avenida Memorial De La Paz De Hirosima,,,,,,
Madrid-Sur,28043971,eei.asuncion.pinto@educa.madrid.org,EEI,VIRGEN DE LA ASUNCION,Plaza Virgen Asunción,,,,,,
Madrid-Oeste,28064101,eei.virgendelsoto.villanuevadelpardillo@educa.madrid.org,EEI,VIRGEN DEL SOTO,Calle San Juan De La Cruz,,,,,,
Madrid-Capital,28043727,eei.zaleo.madrid@educa.madrid.org,EEI,ZALEO,Calle De La Fuente De Piedra,,,,,,
Madrid-Sur,28049079,eei.zarabanda.parla@educa.madrid.org,EEI,ZARABANDA,Calle Ataúlfo Argenta,,,,,,
Madrid-Capital,28043739,eei.zofio.madrid@educa.madrid.org,EEI,ZOFIO,Calle De Fornillos,,,,,,
Madrid-Capital,28056382,zcn.capital1.madrid@educa.madrid.org,ZNAS.CN.,CAPITAL-1,,,,,,,
Madrid-Capital,28057416,zcn.sanmiguel.madrid@educa.madrid.org,ZNAS.CN.,CAPITAL-3,,,,,,,
Madrid-Este,28056242,zcn.villarejo@educa.madrid.org,ZNAS.CN.,ESTE-1,,,,,,,
Madrid-Este,28062680,zcn.tielmes@educa.madrid.org,ZNAS.CN.,ESTE-10,,,,,,,
Madrid-Este,28068797,zcn.camporeal@educa.madrid.org,ZNAS.CN.,ESTE-11,,,,,,,
Madrid-Este,28056254,zcn.sanmartindelavega@educa.madrid.org,ZNAS.CN.,ESTE-2,,,,,,,
Madrid-Este,28056266,zcn.arganda@educa.madrid.org,ZNAS.CN.,ESTE-3,,,,,,,
Madrid-Este,28056291,zcn.villardelolmo@educa.madrid.org,ZNAS.CN.,ESTE-4,,,,,,,
Madrid-Este,28056278,zcn.alcala@educa.madrid.org,ZNAS.CN.,ESTE-5,,,,,,,
Madrid-Este,28076575,zcn.santosdelahumosa@educa.madrid.org,ZNAS.CN.,ESTE-6,,,,,,,
Madrid-Este,28056308,zcn.sanfernando@educa.madrid.org,ZNAS.CN.,ESTE-7,,,,,,,
Madrid-Este,28056311,zcn.orusco@educa.madrid.org,ZNAS.CN.,ESTE-8,,,,,,,
Madrid-Este,28057829,zcn.torres@educa.madrid.org,ZNAS.CN.,ESTE-9,,,,,,,
Madrid-Norte,28056151,zcn.colmenarviejo@educa.madrid.org,ZNAS.CN.,NORTE-1,,,,,,,
Madrid-Norte,28062679,zcn.valdeolmos@educa.madrid.org,ZNAS.CN.,NORTE-10,,,,,,,
Madrid-Norte,28056175,zcn.buitrago@educa.madrid.org,ZNAS.CN.,NORTE-3,,,,,,,
Madrid-Norte,28056187,zcn.venturada@educa.madrid.org,ZNAS.CN.,NORTE-4,,,,,,,
Madrid-Norte,28056205,zcn.torremocha@educa.madrid.org,ZNAS.CN.,NORTE-6,,,,,,,
Madrid-Norte,28056217,zcn.lozoyuela@educa.madrid.org,ZNAS.CN.,NORTE-7,,,,,,,
Madrid-Norte,28057374,zcn.talamanca@educa.madrid.org,ZNAS.CN.,NORTE-8,,,,,,,
Madrid-Oeste,28056229,zcn.valdemorillo@educa.madrid.org,ZNAS.CN.,OESTE-1,,,,,,,
Madrid-Oeste,28056230,zcn.moralzarzal@educa.madrid.org,ZNAS.CN.,OESTE-2,,,,,,,
Madrid-Oeste,28057404,zcn.guadarrama@educa.madrid.org,ZNAS.CN.,OESTE-3,,,,,,,
Madrid-Oeste,28058871,zcn.robledo@educa.madrid.org,ZNAS.CN.,OESTE-4,,,,,,,
Madrid-Sur,28056321,zcn.moraleja@educa.madrid.org,ZNAS.CN.,SUR-1,,,,,,,
Madrid-Sur,28058861,zcn.sevilla@educa.madrid.org,ZNAS.CN.,SUR-10,,,,,,,
Madrid-Sur,28060798,zcn.getafe@educa.madrid.org,ZNAS.CN.,SUR-11,,,,,,,
Madrid-Sur,28060804,zcn.alcorcon@educa.madrid.org,ZNAS.CN.,SUR-12,,,,,,,
Madrid-Sur,28068761,zcn.navalcarnero@educa.madrid.org,ZNAS.CN.,SUR-13 NAVALCARNERO,Calle De La Constitución,,,,,,
Madrid-Sur,28056333,zcn.grinon@educa.madrid.org,ZNAS.CN.,SUR-2,,,,,,,
Madrid-Sur,28056345,zcn.navasdelrey@educa.madrid.org,ZNAS.CN.,SUR-3,,,,,,,
Madrid-Sur,28056357,zcn.sanmartindevaldeiglesias@educa.madrid.org,ZNAS.CN.,SUR-4,,,,,,,
Madrid-Sur,28056370,zcn.leganes@educa.madrid.org,ZNAS.CN.,SUR-6,,,,,,,
Madrid-Sur,28057386,zcn.parla@educa.madrid.org,ZNAS.CN.,SUR-7,,,,,,,
Madrid-Sur,28057398,zcn.mostoles@educa.madrid.org,ZNAS.CN.,SUR-8,,,,,,,
Madrid-Sur,28058858,zcn.chapineria@educa.madrid.org,ZNAS.CN.,SUR-9,,,,,,,
Madrid-Sur,28047034,cn.aldeadelfresno@educa.madrid.org,EEI-CN,A CHUPÉ,Calle Navayuncosa,,,,,,
Madrid-Sur,28059449,cn.acuarela.getafe@educa.madrid.org,EEI-CN,ACUARELA,Avenida De Los Ángeles,,,,,,
Madrid-Sur,28076101,,EEI-CN,ADIVINANZAS (PROGRAMA DE CASA DE NIÑOS),Calle De Las Palmeras,,,,,,
Madrid-Norte,28050677,cn.valdeolmos@educa.madrid.org,EEI-CN,ALALPARDO,Calle De Alcalá (alalpardo),,,,,,
Madrid-Capital,28076599,,EEI-CN,ALBAICIN (PROGRAMA CASA DE NIÑOS),Calle De Albaicín,,,,,,
Madrid-Sur,28058226,cn.antusana.mostoles@educa.madrid.org,EEI-CN,ANTUSANA,Calle Del Río Segre,,,,,,
Madrid-Sur,28057520,cn.arcoiris.alcorcon@educa.madrid.org,EEI-CN,ARCO IRIS,Calle De La Olímpica Conchita Puig,,,,,,
Madrid-Este,28047290,cn.arcoiris.valdaracete@educa.madrid.org,EEI-CN,ARCO IRIS,Calle De La Ermita,,,,,,
Madrid-Este,28047046,cn.arganda@educa.madrid.org,EEI-CN,ARGANDA DEL REY,Calle Gran Vía,,,,,,
Madrid-Sur,28047083,cn.atrapasuenos.cadalso@educa.madrid.org,EEI-CN,ATRAPASUEÑOS,Calle Villas De Don Juan,,,,,,
Madrid-Sur,28047150,cn.aventuras.leganes@educa.madrid.org,EEI-CN,AVENTURAS,Calle Italia,,,,,,
Madrid-Este,28059437,cn.numerouno.santosdelahumosa@educa.madrid.org,EEI-CN,BAOBAB,Avenida De Madrid,,,,,,
Madrid-Sur,28049845,cn.baobab.valdemoro@educa.madrid.org,EEI-CN,BAOBAB,Calle San José,,,,,,
Madrid-Oeste,28057738,cn.numerouno.becerril@educa.madrid.org,EEI-CN,BECERRIL DE LA SIERRA Nº 1,Calle De Cáceres,,,,,,
Madrid-Capital,28056771,cn.bravomurillo.madrid@educa.madrid.org,EEI-CN,BRAVO MURILLO,Calle De Las Islas Cíes,,,,,,
Madrid-Norte,28047058,cn.buitrago@educa.madrid.org,EEI-CN,BUITRAGO DE LOZOYA,Calle De San Salvador,,,,,,
Madrid-Sur,28048695,cn.burbujas.leganes@educa.madrid.org,EEI-CN,BURBUJAS,Calle San Bernardo,,,,,,
Madrid-Norte,28047061,cn.bustarviejo@educa.madrid.org,EEI-CN,BUSTARVIEJO,Carretera De Valdemanco,,,,,,
Madrid-Sur,28043958,cn.campanilla.navalcarnero@educa.madrid.org,EEI-CN,CAMPANILLA,Calle De La Constitución,,,,,,
Madrid-Este,28047782,cn.camporeal@educa.madrid.org,EEI-CN,CAMPO REAL Nº 1,Calle Peaje,,,,,,
Madrid-Oeste,28078870,cn.capulin.santamariadelaalameda@educa.madrid.org,EEI-CN,CAPULIN,Calle Buenavista,,,,,,
Madrid-Sur,28075285,,EEI-CN,CARACOL COL COL (PROGRAMA DE CASA DE NIÑOS),Calle Tablas De Daimiel,,,,,,
Madrid-Sur,28047095,cn.casarrubuelos@educa.madrid.org,EEI-CN,CASARRUBUELOS Nº 1,Camino De Los Andaluces,,,,,,
Madrid-Sur,28059450,cn.numerodos.casarrubuelos@educa.madrid.org,EEI-CN,CASARRUBUELOS Nº 2,Camino De Torrejón De Velasco,,,,,,
Madrid-Este,28047927,cn.meco.meco@educa.madrid.org,EEI-CN,CASCABEL,Camino De La Virgen De La Cabeza,,,,,,
Madrid-Sur,28047794,cn.cenicientos@educa.madrid.org,EEI-CN,CENICIENTOS,Calle De La Ronda Del Sur,,,,,,
Madrid-Norte,28066272,cn.elcervatillo.cerveradebuitrago@educa.madrid.org,EEI-CN,CERVATILLO DORMILON,Calle De La Iglesia,,,,,,
Madrid-Este,28072831,cn.chinchon@educa.madrid.org,EEI-CN,CHINCHON Nº 1,Calle Del Teniente Ortiz De Zarate,,,,,,
Madrid-Sur,28047988,cn.cintayelisa.navasdelrey@educa.madrid.org,EEI-CN,CINTA Y ELISA,Calle Vía Olímpica,,,,,,
Madrid-Oeste,28047800,cn.colladomediano@educa.madrid.org,EEI-CN,COLLADO MEDIANO,Avenida De Madrid,,,,,,
Madrid-Norte,28047873,cn.colmenarviejo@educa.madrid.org,EEI-CN,COLMENAR VIEJO,Calle De Gustavo Adolfo Bécquer,,,,,,
Madrid-Este,28047770,cn.camarma@educa.madrid.org,EEI-CN,COLORIN COLORADO,Camino Del Molino,,,,,,
Madrid-Oeste,28057741,cn.colorincolorete.zarzalejo@educa.madrid.org,EEI-CN,COLORIN COLORETE,Avenida De La Cruz Verde,,,,,,
Madrid-Sur,28049158,cn.colorines.getafe@educa.madrid.org,EEI-CN,COLORINES,Avenida De España,,,,,,
Madrid-Este,28047824,cn.daganzo@educa.madrid.org,EEI-CN,DAGANZO,Calle Hermanos Álvarez Quintero,,,,,,
Madrid-Capital,28049951,cn.danielvazquezdi.madrid@educa.madrid.org,EEI-CN,DANIEL VAZQUEZ DIAZ,Calle De Armenteros,,,,,,
Madrid-Este,28075871,,EEI-CN,DON MELITON (PROGRAMA DE CASA DE NIÑOS),Calle Arturo Soria,,,,,,
Madrid-Oeste,28078730,,EEI-CN,DON PIMPON (PROGRAMA CASA DE NIÑOS),Calle De Murillo,,,,,,
Madrid-Norte,28075078,,EEI-CN,EL ALMENDRO (PROGRAMA DE CASA DE NIÑOS),Calle De Juan Gris,,,,,,
Madrid-Este,28057830,cn.elarbol.villarejo@educa.madrid.org,EEI-CN,EL ARBOL,Calle De Samuel Baltes,,,,,,
Madrid-Norte,28050631,cn.elberrueco@educa.madrid.org,EEI-CN,EL BERRUECO,Calle Real,,,,,,
Madrid-Sur,28057519,cn.elbosque.parla@educa.madrid.org,EEI-CN,EL BOSQUE,Calle Pintor Rosales,,,,,,
Madrid-Este,28048117,cn.elbosqueencantado.torres@educa.madrid.org,EEI-CN,EL BOSQUE ENCANTADO,Calle Mayor,,,,,,
Madrid-Sur,28079175,,EEI-CN,EL BOSQUE (PROGRAMA CASA DE NIÑOS),Calle De La Encina,,,,,,
Madrid-Oeste,28077142,,EEI-CN,EL CALIMERO (PROGRAMA CASA DE NIÑOS),Calle Amapolas,,,,,,
Madrid-Norte,28058895,cn.elcancionero.valdemanco@educa.madrid.org,EEI-CN,EL CANCIONERO,Calle De Las Eras,,,,,,
